delivery_id,date,customer,driver,vehicle,route,origin,destination,scheduled_time,actual_time,status,delay_minutes,delay_reason,distance_km,fuel_cost,delivery_cost,customer_rating
D02498,2023-09-30,Global Logistics,Tom Wilson,TRK003,Route E,Perth,Melbourne,08:00,08:08,On Time,8,,403.5,104.12,107.97,3.0
D02499,2023-10-01,Industrial Supply,Chris Taylor,VAN003,Route B,Brisbane,Melbourne,15:00,15:03,On Time,3,,160.9,79.96,252.16,3.0
D02500,2023-10-01,Tech Solutions,Mike Brown,TRK001,Route E,Adelaide,Sydney,13:45,13:35,On Time,0,,230.4,151.04,382.85,3.0
D02501,2023-10-01,XYZ Ltd,Maria Rodriguez,VAN001,Route A,Brisbane,Darwin,11:00,10:56,On Time,0,,36.7,78.35,195.92,5.0
D02502,2023-10-02,Industrial Supply,John Smith,TRK004,Route D,Adelaide,Hobart,09:30,09:35,On Time,5,,217.1,103.82,320.15,5.0
D02503,2023-10-02,Manufacturing Co,Tom Wilson,TRK001,Route C,Perth,Darwin,10:00,10:02,On Time,2,,164.3,164.37,125.26,4.0
D02504,2023-10-02,Retail Chain,Mike Brown,TRK003,Route E,Brisbane,Sydney,09:45,09:49,On Time,4,,384.9,112.07,170.88,
D02505,2023-10-02,Retail Chain,Tom Wilson,TRK001,Route D,Perth,Hobart,08:00,07:52,On Time,0,,252.0,40.95,285.39,
D02506,2023-10-02,Global Logistics,Sarah Johnson,TRK002,Route D,Adelaide,Cairns,07:15,07:17,On Time,2,,365.8,137.85,238.27,4.0
D02507,2023-10-02,Metro Stores,Chris Taylor,VAN003,Route B,Sydney,Melbourne,15:30,16:42,Delayed,72,Road Works,405.0,147.81,176.38,
D02508,2023-10-02,Food Distribution,Sarah Johnson,TRK004,Route E,Sydney,Brisbane,18:00,17:59,On Time,0,,413.4,44.97,325.92,4.0
D02509,2023-10-03,XYZ Ltd,Maria Rodriguez,VAN002,Route B,Adelaide,Hobart,14:45,14:48,On Time,3,,338.6,44.46,111.7,3.0
D02510,2023-10-03,Industrial Supply,Anna Williams,TRK001,Route B,Melbourne,Perth,14:45,14:37,On Time,0,,260.9,67.74,395.55,4.0
D02511,2023-10-03,Tech Solutions,Emma Chen,TRK004,Route B,Brisbane,Darwin,14:15,14:26,On Time,11,,295.3,126.65,154.78,5.0
D02512,2023-10-03,Food Distribution,Anna Williams,TRK003,Route D,Melbourne,Perth,15:45,15:46,On Time,1,,116.4,138.71,310.18,5.0
D02513,2023-10-03,ABC Corp,Maria Rodriguez,TRK004,Route E,Hobart,Hobart,07:15,07:13,On Time,0,,108.1,120.96,258.55,4.0
D02514,2023-10-03,Industrial Supply,Lisa Davis,TRK004,Route C,Hobart,Darwin,15:30,15:41,On Time,11,,80.6,65.96,123.23,4.0
D02515,2023-10-03,Tech Solutions,Anna Williams,TRK004,Route C,Perth,Perth,17:45,18:00,On Time,15,,389.2,164.24,381.72,3.0
D02516,2023-10-03,Manufacturing Co,John Smith,TRK002,Route C,Melbourne,Sydney,08:45,08:42,On Time,0,,184.1,133.46,176.63,4.0
D02517,2023-10-04,Food Distribution,Chris Taylor,VAN003,Route B,Perth,Perth,13:15,13:30,On Time,15,,179.9,34.82,182.78,5.0
D02518,2023-10-04,Tech Solutions,Sarah Johnson,TRK002,Route A,Cairns,Darwin,08:30,08:29,On Time,0,,137.7,116.38,187.91,4.0
D02519,2023-10-04,Food Distribution,Chris Taylor,VAN001,Route B,Adelaide,Hobart,17:30,17:22,On Time,0,,126.0,46.45,210.13,3.0
D02520,2023-10-04,Auto Parts Co,Mike Brown,VAN001,Route D,Adelaide,Melbourne,08:45,08:50,On Time,5,,274.3,161.77,397.21,4.0
D02521,2023-10-04,Auto Parts Co,Maria Rodriguez,VAN004,Route C,Sydney,Darwin,18:15,18:25,On Time,10,,126.9,30.32,239.42,4.0
D02522,2023-10-04,Manufacturing Co,Anna Williams,TRK003,Route B,Brisbane,Darwin,12:00,11:57,On Time,0,,432.1,151.92,267.31,5.0
D02523,2023-10-05,Tech Solutions,Tom Wilson,VAN003,Route C,Perth,Cairns,08:00,07:52,On Time,0,,252.4,132.08,393.54,4.0
D02524,2023-10-05,Manufacturing Co,David Garcia,TRK001,Route D,Hobart,Hobart,10:00,11:37,Delayed,97,Traffic,73.5,33.97,342.7,4.0
D02525,2023-10-05,Tech Solutions,Sarah Johnson,VAN004,Route E,Brisbane,Hobart,10:45,12:18,Delayed,93,Traffic,168.7,93.71,354.85,3.0
D02526,2023-10-05,Global Logistics,John Smith,TRK003,Route B,Sydney,Hobart,12:00,11:55,On Time,0,,43.7,166.47,328.46,4.0
D02527,2023-10-05,Retail Chain,Mike Brown,TRK002,Route B,Brisbane,Hobart,09:45,09:51,On Time,6,,402.6,69.64,310.6,3.0
D02528,2023-10-05,Metro Stores,Maria Rodriguez,VAN004,Route E,Adelaide,Melbourne,12:00,13:35,Delayed,95,Customer Issue,38.8,39.25,120.23,
D02529,2023-10-06,Industrial Supply,Lisa Davis,VAN004,Route B,Perth,Hobart,09:30,09:40,On Time,10,,53.8,176.96,273.64,5.0
D02530,2023-10-06,Industrial Supply,David Garcia,TRK004,Route D,Melbourne,Perth,12:30,12:30,On Time,0,,37.2,77.16,243.36,5.0
D02531,2023-10-06,ABC Corp,Anna Williams,VAN001,Route A,Brisbane,Darwin,17:15,17:18,On Time,3,,274.3,120.79,318.93,4.0
D02532,2023-10-06,Auto Parts Co,John Smith,TRK004,Route C,Hobart,Brisbane,07:30,07:27,On Time,0,,396.7,109.61,330.25,5.0
D02533,2023-10-06,Auto Parts Co,David Garcia,TRK004,Route C,Adelaide,Cairns,17:45,17:35,On Time,0,,410.6,88.92,372.03,3.0
D02534,2023-10-06,Manufacturing Co,Mike Brown,VAN003,Route B,Melbourne,Hobart,09:00,09:06,On Time,6,,157.1,128.31,374.46,3.0
D02535,2023-10-06,Food Distribution,Emma Chen,TRK004,Route C,Hobart,Darwin,11:30,11:21,On Time,0,,127.2,53.62,182.93,4.0
D02536,2023-10-07,Industrial Supply,Lisa Davis,VAN004,Route C,Darwin,Melbourne,14:45,15:47,Delayed,62,Vehicle Issue,165.4,55.57,382.95,5.0
D02537,2023-10-07,Auto Parts Co,John Smith,TRK002,Route D,Darwin,Melbourne,15:30,15:45,On Time,15,,387.1,157.79,276.7,3.0
D02538,2023-10-08,Retail Chain,Maria Rodriguez,VAN003,Route D,Adelaide,Brisbane,17:45,17:40,On Time,0,,85.4,152.99,299.43,3.0
D02539,2023-10-08,XYZ Ltd,Emma Chen,TRK002,Route B,Adelaide,Melbourne,14:00,13:58,On Time,0,,201.3,140.97,240.94,5.0
D02540,2023-10-08,Auto Parts Co,Anna Williams,VAN003,Route B,Darwin,Melbourne,15:30,15:26,On Time,0,,286.4,92.58,193.69,5.0
D02541,2023-10-08,Global Logistics,Mike Brown,TRK001,Route D,Perth,Perth,09:00,09:06,On Time,6,,137.0,91.14,120.68,5.0
D02542,2023-10-09,Metro Stores,Emma Chen,TRK004,Route B,Brisbane,Adelaide,10:45,10:40,On Time,0,,68.5,173.17,119.79,
D02543,2023-10-09,ABC Corp,Chris Taylor,VAN002,Route C,Adelaide,Sydney,13:00,13:41,Delayed,41,Weather,249.9,75.2,225.89,4.0
D02544,2023-10-09,Auto Parts Co,Lisa Davis,TRK002,Route B,Cairns,Brisbane,07:15,07:25,On Time,10,,335.7,132.62,120.04,4.0
D02545,2023-10-09,Industrial Supply,Anna Williams,TRK004,Route D,Darwin,Cairns,14:45,14:49,On Time,4,,185.4,83.56,189.64,3.0
D02546,2023-10-09,Auto Parts Co,Emma Chen,VAN001,Route B,Darwin,Sydney,10:30,11:50,Delayed,80,Traffic,70.8,37.58,214.55,4.0
D02547,2023-10-09,Food Distribution,Maria Rodriguez,TRK003,Route B,Perth,Perth,12:15,12:06,On Time,0,,302.4,161.82,161.73,3.0
D02548,2023-10-09,ABC Corp,Anna Williams,TRK001,Route B,Hobart,Adelaide,11:30,11:45,On Time,15,,32.4,50.79,338.69,
D02549,2023-10-09,XYZ Ltd,Tom Wilson,VAN001,Route E,Cairns,Hobart,14:30,14:30,On Time,0,,91.8,169.88,371.34,4.0
D02550,2023-10-10,Auto Parts Co,Anna Williams,TRK004,Route A,Melbourne,Adelaide,18:30,18:34,On Time,4,,47.8,115.02,347.52,4.0
D02551,2023-10-10,Global Logistics,Chris Taylor,TRK004,Route D,Cairns,Sydney,09:00,09:13,On Time,13,,93.3,111.93,261.1,5.0
D02552,2023-10-10,Auto Parts Co,Tom Wilson,VAN002,Route A,Hobart,Darwin,16:00,16:12,On Time,12,,290.6,40.08,312.06,4.0
D02553,2023-10-10,Global Logistics,Mike Brown,TRK004,Route E,Brisbane,Brisbane,13:30,14:41,Delayed,71,Vehicle Issue,134.6,175.28,150.96,5.0
D02554,2023-10-10,Global Logistics,Tom Wilson,VAN004,Route A,Sydney,Cairns,15:45,15:46,On Time,1,,348.9,119.87,203.99,
D02555,2023-10-10,Auto Parts Co,Lisa Davis,VAN003,Route D,Melbourne,Darwin,17:30,17:21,On Time,0,,409.1,141.44,372.28,3.0
D02556,2023-10-11,ABC Corp,Anna Williams,TRK004,Route C,Hobart,Brisbane,17:00,17:12,On Time,12,,311.0,45.88,129.32,3.0
D02557,2023-10-11,XYZ Ltd,David Garcia,VAN001,Route C,Cairns,Darwin,18:45,18:39,On Time,0,,383.3,103.17,186.57,5.0
D02558,2023-10-11,Metro Stores,Anna Williams,VAN002,Route A,Darwin,Brisbane,18:15,20:08,Delayed,113,Road Works,204.7,162.68,256.32,4.0
D02559,2023-10-11,Global Logistics,David Garcia,VAN003,Route A,Hobart,Hobart,12:45,12:45,On Time,0,,262.9,117.34,190.45,
D02560,2023-10-11,Manufacturing Co,David Garcia,TRK001,Route C,Darwin,Darwin,10:45,11:31,Delayed,46,Customer Issue,75.8,92.0,359.09,
D02561,2023-10-11,Tech Solutions,Mike Brown,VAN001,Route C,Sydney,Melbourne,10:30,10:26,On Time,0,,183.6,121.05,120.21,
D02562,2023-10-11,Food Distribution,David Garcia,VAN004,Route E,Adelaide,Cairns,09:45,10:58,Delayed,73,Vehicle Issue,267.7,154.09,288.24,5.0
D02563,2023-10-12,Tech Solutions,Anna Williams,TRK001,Route C,Perth,Hobart,08:45,09:08,Delayed,23,Vehicle Issue,267.5,154.62,154.96,5.0
D02564,2023-10-12,Retail Chain,John Smith,TRK002,Route B,Cairns,Adelaide,18:00,17:54,On Time,0,,197.3,167.51,329.85,
D02565,2023-10-12,XYZ Ltd,Maria Rodriguez,VAN003,Route B,Cairns,Brisbane,13:15,15:07,Delayed,112,Road Works,380.7,84.42,203.77,3.0
D02566,2023-10-12,Metro Stores,Lisa Davis,VAN002,Route D,Cairns,Perth,13:15,13:05,On Time,0,,297.5,82.92,236.43,5.0
D02567,2023-10-12,Manufacturing Co,Sarah Johnson,TRK001,Route C,Brisbane,Brisbane,11:15,11:21,On Time,6,,117.3,141.67,240.63,
D02568,2023-10-12,Industrial Supply,Tom Wilson,VAN003,Route B,Darwin,Melbourne,09:30,09:25,On Time,0,,315.5,64.39,202.46,3.0
D02569,2023-10-13,ABC Corp,David Garcia,VAN002,Route E,Hobart,Melbourne,07:15,07:22,On Time,7,,306.1,114.33,159.96,5.0
D02570,2023-10-13,Food Distribution,Sarah Johnson,VAN004,Route D,Brisbane,Perth,08:00,07:55,On Time,0,,296.0,93.58,217.97,5.0
D02571,2023-10-13,XYZ Ltd,Lisa Davis,TRK003,Route D,Darwin,Adelaide,16:30,16:36,On Time,6,,167.9,58.87,393.15,3.0
D02572,2023-10-13,Manufacturing Co,John Smith,TRK004,Route D,Darwin,Perth,18:15,18:24,On Time,9,,171.6,133.27,299.89,
D02573,2023-10-13,Global Logistics,Mike Brown,VAN004,Route C,Hobart,Cairns,10:15,10:28,On Time,13,,377.9,117.31,202.69,5.0
D02574,2023-10-13,Industrial Supply,Chris Taylor,TRK001,Route D,Sydney,Melbourne,10:00,10:06,On Time,6,,322.9,145.93,198.93,5.0
D02575,2023-10-14,Auto Parts Co,Chris Taylor,TRK004,Route E,Melbourne,Brisbane,16:00,15:55,On Time,0,,410.4,41.08,136.24,4.0
D02576,2023-10-14,Retail Chain,David Garcia,TRK002,Route D,Darwin,Cairns,14:45,14:37,On Time,0,,200.9,81.96,252.44,3.0
D02577,2023-10-14,Global Logistics,Tom Wilson,TRK001,Route B,Adelaide,Adelaide,18:45,18:53,On Time,8,,271.7,74.48,301.27,4.0
D02578,2023-10-14,Metro Stores,David Garcia,TRK002,Route B,Hobart,Darwin,18:30,18:45,On Time,15,,290.8,32.47,321.04,3.0
D02579,2023-10-15,Industrial Supply,Chris Taylor,TRK004,Route B,Perth,Darwin,12:30,12:43,On Time,13,,432.7,143.52,326.98,3.0
D02580,2023-10-15,Industrial Supply,John Smith,VAN003,Route D,Sydney,Darwin,08:30,08:40,On Time,10,,310.3,91.46,311.64,3.0
D02581,2023-10-15,ABC Corp,Lisa Davis,TRK004,Route E,Sydney,Sydney,14:15,14:09,On Time,0,,92.1,143.75,273.35,4.0
D02582,2023-10-15,Retail Chain,Anna Williams,TRK004,Route C,Adelaide,Perth,13:15,13:05,On Time,0,,444.4,86.3,226.16,
D02583,2023-10-16,Global Logistics,Anna Williams,VAN001,Route B,Hobart,Cairns,16:00,16:11,On Time,11,,228.3,77.65,217.33,5.0
D02584,2023-10-16,Auto Parts Co,John Smith,VAN002,Route C,Hobart,Cairns,10:00,10:13,On Time,13,,342.2,66.16,298.32,5.0
D02585,2023-10-16,Tech Solutions,Emma Chen,TRK004,Route A,Melbourne,Melbourne,15:45,15:36,On Time,0,,204.5,162.33,138.33,4.0
D02586,2023-10-16,Global Logistics,Chris Taylor,TRK001,Route C,Brisbane,Sydney,15:00,15:08,On Time,8,,356.3,87.92,349.59,4.0
D02587,2023-10-16,Auto Parts Co,John Smith,TRK001,Route D,Perth,Darwin,18:00,17:52,On Time,0,,134.5,96.15,327.48,4.0
D02588,2023-10-17,Auto Parts Co,Lisa Davis,TRK001,Route E,Adelaide,Sydney,11:15,11:29,On Time,14,,114.5,116.16,195.39,4.0
D02589,2023-10-17,ABC Corp,Emma Chen,VAN001,Route B,Adelaide,Melbourne,08:15,08:11,On Time,0,,177.3,40.16,125.98,5.0
D02590,2023-10-17,Manufacturing Co,John Smith,VAN001,Route B,Adelaide,Sydney,07:15,07:24,On Time,9,,375.9,77.03,234.54,5.0
D02591,2023-10-17,Retail Chain,Chris Taylor,VAN004,Route D,Cairns,Hobart,07:15,07:09,On Time,0,,387.3,35.44,289.83,5.0
D02592,2023-10-17,Manufacturing Co,John Smith,TRK004,Route E,Cairns,Perth,15:30,15:55,Delayed,25,Weather,251.8,73.02,300.74,3.0
D02593,2023-10-17,Retail Chain,Mike Brown,TRK004,Route E,Cairns,Brisbane,15:00,15:03,On Time,3,,101.7,142.82,172.71,3.0
D02594,2023-10-17,Food Distribution,Sarah Johnson,VAN002,Route A,Perth,Perth,14:00,13:59,On Time,0,,375.6,45.82,343.81,3.0
D02595,2023-10-17,Industrial Supply,Anna Williams,TRK002,Route E,Melbourne,Melbourne,12:45,12:47,On Time,2,,349.4,161.19,117.72,4.0
D02596,2023-10-18,Auto Parts Co,Mike Brown,TRK004,Route A,Perth,Hobart,14:30,14:36,On Time,6,,30.5,95.69,258.96,
D02597,2023-10-18,Industrial Supply,Mike Brown,VAN003,Route C,Darwin,Cairns,17:15,17:24,On Time,9,,52.3,168.51,184.54,4.0
D02598,2023-10-18,Manufacturing Co,Emma Chen,TRK004,Route D,Darwin,Melbourne,11:30,11:43,On Time,13,,176.1,137.88,391.77,5.0
D02599,2023-10-18,Metro Stores,Maria Rodriguez,TRK001,Route A,Darwin,Sydney,15:15,16:12,Delayed,57,Weather,348.8,45.45,133.67,4.0
D02600,2023-10-18,XYZ Ltd,Emma Chen,VAN004,Route D,Adelaide,Hobart,10:15,10:16,On Time,1,,235.1,35.56,210.48,5.0
D02601,2023-10-18,XYZ Ltd,Maria Rodriguez,TRK004,Route C,Hobart,Darwin,07:15,07:11,On Time,0,,323.6,56.62,245.46,4.0
D02602,2023-10-18,Metro Stores,Lisa Davis,TRK004,Route B,Melbourne,Perth,07:15,08:09,Delayed,54,Vehicle Issue,152.8,175.74,207.87,4.0
D02603,2023-10-19,Industrial Supply,Chris Taylor,TRK003,Route D,Perth,Brisbane,07:30,07:30,On Time,0,,375.2,60.38,149.86,5.0
D02604,2023-10-19,XYZ Ltd,Chris Taylor,VAN003,Route B,Hobart,Cairns,18:15,18:17,On Time,2,,432.4,67.64,225.39,3.0
D02605,2023-10-19,Food Distribution,Emma Chen,VAN001,Route D,Cairns,Melbourne,17:45,17:56,On Time,11,,200.6,44.4,397.26,3.0
D02606,2023-10-19,Manufacturing Co,Sarah Johnson,TRK003,Route B,Melbourne,Brisbane,16:15,16:23,On Time,8,,393.5,144.64,356.59,3.0
D02607,2023-10-19,Global Logistics,Tom Wilson,VAN002,Route C,Adelaide,Sydney,17:30,17:58,Delayed,28,Road Works,383.4,121.94,195.49,3.0
D02608,2023-10-19,Retail Chain,Emma Chen,VAN003,Route B,Brisbane,Perth,08:30,08:21,On Time,0,,409.4,53.78,145.2,4.0
D02609,2023-10-19,Industrial Supply,Maria Rodriguez,VAN003,Route C,Cairns,Sydney,17:30,17:47,Delayed,17,Vehicle Issue,206.3,148.98,275.26,3.0
D02610,2023-10-19,Global Logistics,John Smith,VAN003,Route B,Hobart,Darwin,08:15,08:28,On Time,13,,189.0,174.06,163.1,3.0
D02611,2023-10-20,Food Distribution,Anna Williams,TRK003,Route E,Adelaide,Hobart,10:00,10:01,On Time,1,,223.4,161.27,164.04,4.0
D02612,2023-10-20,Manufacturing Co,David Garcia,TRK001,Route A,Cairns,Melbourne,10:15,10:22,On Time,7,,341.3,175.12,145.67,3.0
D02613,2023-10-20,Food Distribution,Tom Wilson,VAN004,Route C,Sydney,Sydney,10:45,10:36,On Time,0,,209.1,179.81,176.24,3.0
D02614,2023-10-20,ABC Corp,Sarah Johnson,VAN003,Route D,Perth,Hobart,17:00,16:53,On Time,0,,208.4,177.71,391.33,4.0
D02615,2023-10-20,ABC Corp,Chris Taylor,VAN002,Route D,Hobart,Melbourne,12:30,12:44,On Time,14,,94.2,116.24,122.79,5.0
D02616,2023-10-20,ABC Corp,David Garcia,VAN003,Route A,Brisbane,Melbourne,07:30,07:22,On Time,0,,393.2,163.65,188.86,5.0
D02617,2023-10-21,Auto Parts Co,Sarah Johnson,VAN003,Route B,Adelaide,Adelaide,11:30,11:40,On Time,10,,55.9,33.59,216.66,5.0
D02618,2023-10-21,XYZ Ltd,David Garcia,VAN002,Route A,Melbourne,Adelaide,11:30,12:14,Delayed,44,Weather,90.0,61.72,257.45,4.0
D02619,2023-10-21,Industrial Supply,Sarah Johnson,TRK002,Route A,Cairns,Melbourne,18:30,18:20,On Time,0,,287.0,86.23,150.68,3.0
D02620,2023-10-22,Industrial Supply,Sarah Johnson,VAN001,Route E,Darwin,Perth,18:00,18:03,On Time,3,,420.3,128.56,332.86,3.0
D02621,2023-10-22,Global Logistics,Tom Wilson,TRK002,Route B,Melbourne,Adelaide,11:45,11:45,On Time,0,,345.3,116.85,146.98,3.0
D02622,2023-10-22,Tech Solutions,John Smith,VAN002,Route B,Sydney,Cairns,15:00,15:10,On Time,10,,396.0,112.13,136.06,4.0
D02623,2023-10-22,Global Logistics,John Smith,VAN004,Route B,Melbourne,Adelaide,16:45,16:36,On Time,0,,343.7,120.02,169.51,3.0
D02624,2023-10-23,Tech Solutions,Anna Williams,VAN001,Route E,Hobart,Melbourne,10:15,10:28,On Time,13,,360.0,65.96,169.11,4.0
D02625,2023-10-23,Global Logistics,Tom Wilson,TRK004,Route E,Adelaide,Melbourne,07:15,07:17,On Time,2,,383.3,114.32,206.91,3.0
D02626,2023-10-23,Manufacturing Co,Sarah Johnson,VAN001,Route E,Hobart,Perth,10:00,10:10,On Time,10,,377.5,118.62,114.04,3.0
D02627,2023-10-23,Food Distribution,Anna Williams,TRK002,Route C,Brisbane,Darwin,12:00,11:58,On Time,0,,75.1,48.79,163.42,3.0
D02628,2023-10-23,Manufacturing Co,Anna Williams,TRK004,Route E,Sydney,Sydney,07:00,06:59,On Time,0,,225.5,102.66,175.43,3.0
D02629,2023-10-24,Food Distribution,Tom Wilson,VAN003,Route C,Cairns,Perth,18:30,18:36,On Time,6,,228.5,147.11,279.66,3.0
D02630,2023-10-24,ABC Corp,Tom Wilson,VAN004,Route C,Sydney,Melbourne,14:15,14:17,On Time,2,,27.8,45.84,100.47,5.0
D02631,2023-10-24,Food Distribution,Maria Rodriguez,VAN001,Route A,Adelaide,Perth,10:15,10:09,On Time,0,,271.9,146.06,135.09,
D02632,2023-10-24,Global Logistics,Mike Brown,VAN003,Route D,Adelaide,Brisbane,13:30,13:34,On Time,4,,117.2,141.08,228.21,5.0
D02633,2023-10-24,Food Distribution,Sarah Johnson,TRK004,Route C,Perth,Cairns,08:45,08:43,On Time,0,,188.8,70.14,282.94,5.0
D02634,2023-10-24,Global Logistics,Lisa Davis,VAN002,Route B,Hobart,Brisbane,10:15,10:24,On Time,9,,246.8,110.59,203.72,5.0
D02635,2023-10-25,XYZ Ltd,Sarah Johnson,VAN001,Route E,Cairns,Adelaide,10:30,10:20,On Time,0,,218.5,79.36,318.25,5.0
D02636,2023-10-25,Auto Parts Co,Maria Rodriguez,TRK001,Route E,Hobart,Cairns,14:45,14:59,On Time,14,,252.0,120.47,209.38,4.0
D02637,2023-10-25,Metro Stores,Sarah Johnson,TRK001,Route B,Adelaide,Brisbane,16:45,17:30,Delayed,45,Road Works,170.8,60.84,369.11,5.0
D02638,2023-10-25,Manufacturing Co,Sarah Johnson,VAN004,Route C,Hobart,Adelaide,16:00,17:22,Delayed,82,Traffic,403.4,34.75,356.65,3.0
D02639,2023-10-25,XYZ Ltd,David Garcia,TRK002,Route D,Darwin,Cairns,17:45,18:00,On Time,15,,101.9,91.53,192.46,
D02640,2023-10-25,Industrial Supply,Chris Taylor,VAN003,Route D,Sydney,Melbourne,07:30,07:30,On Time,0,,188.6,151.38,308.27,3.0
D02641,2023-10-25,XYZ Ltd,Mike Brown,VAN004,Route E,Darwin,Melbourne,15:15,15:23,On Time,8,,134.8,173.29,274.75,4.0
D02642,2023-10-25,Global Logistics,Chris Taylor,VAN002,Route C,Perth,Cairns,07:30,07:42,On Time,12,,328.1,39.26,338.44,4.0
D02643,2023-10-26,Industrial Supply,John Smith,VAN004,Route A,Hobart,Adelaide,08:30,08:32,On Time,2,,133.5,136.5,354.22,4.0
D02644,2023-10-26,Manufacturing Co,John Smith,VAN004,Route C,Hobart,Brisbane,07:00,07:13,On Time,13,,88.3,146.13,398.46,
D02645,2023-10-26,Auto Parts Co,Anna Williams,TRK003,Route E,Hobart,Melbourne,13:30,13:51,Delayed,21,Customer Issue,100.0,114.27,298.52,4.0
D02646,2023-10-26,Manufacturing Co,Maria Rodriguez,VAN004,Route E,Melbourne,Darwin,09:45,11:36,Delayed,111,Vehicle Issue,73.8,157.9,375.91,3.0
D02647,2023-10-26,Manufacturing Co,Anna Williams,VAN002,Route E,Cairns,Perth,13:45,13:45,On Time,0,,430.8,102.65,120.08,
D02648,2023-10-26,Tech Solutions,Emma Chen,TRK001,Route D,Cairns,Cairns,18:30,18:38,On Time,8,,76.2,78.57,314.41,
D02649,2023-10-27,Manufacturing Co,John Smith,TRK003,Route C,Hobart,Brisbane,14:30,16:15,Delayed,105,Traffic,44.9,48.14,370.11,4.0
D02650,2023-10-27,ABC Corp,Anna Williams,TRK002,Route B,Cairns,Cairns,14:45,14:50,On Time,5,,68.6,94.5,322.39,4.0
D02651,2023-10-27,Auto Parts Co,Maria Rodriguez,TRK001,Route C,Perth,Sydney,11:15,12:29,Delayed,74,Weather,232.0,137.89,238.56,
D02652,2023-10-27,Global Logistics,Tom Wilson,TRK004,Route A,Hobart,Perth,09:45,09:58,On Time,13,,269.2,77.79,192.69,4.0
D02653,2023-10-27,Metro Stores,Anna Williams,TRK003,Route A,Perth,Hobart,09:30,09:29,On Time,0,,288.7,88.62,372.41,5.0
D02654,2023-10-28,Retail Chain,Tom Wilson,TRK001,Route E,Cairns,Perth,17:15,17:07,On Time,0,,64.8,50.26,337.89,5.0
D02655,2023-10-28,Global Logistics,Tom Wilson,TRK001,Route C,Perth,Melbourne,13:45,13:47,On Time,2,,143.0,124.08,295.58,4.0
D02656,2023-10-29,Metro Stores,Sarah Johnson,VAN004,Route E,Brisbane,Darwin,12:15,12:21,On Time,6,,260.5,40.17,392.8,4.0
D02657,2023-10-29,Metro Stores,Anna Williams,VAN003,Route C,Darwin,Darwin,14:15,14:12,On Time,0,,378.7,50.01,133.06,
D02658,2023-10-30,ABC Corp,Emma Chen,TRK003,Route E,Darwin,Brisbane,07:30,07:35,On Time,5,,263.9,109.74,366.85,3.0
D02659,2023-10-30,Auto Parts Co,Maria Rodriguez,VAN003,Route B,Darwin,Hobart,09:15,09:26,On Time,11,,278.6,161.14,173.95,3.0
D02660,2023-10-30,XYZ Ltd,Emma Chen,TRK002,Route D,Cairns,Darwin,13:15,13:16,On Time,1,,57.1,117.75,242.39,5.0
D02661,2023-10-30,Industrial Supply,Lisa Davis,VAN001,Route C,Darwin,Brisbane,12:15,12:10,On Time,0,,309.3,123.66,247.75,3.0
D02662,2023-10-30,Metro Stores,Tom Wilson,VAN003,Route A,Darwin,Melbourne,10:30,10:22,On Time,0,,423.9,150.68,229.46,3.0
D02663,2023-10-30,Manufacturing Co,Anna Williams,TRK001,Route E,Sydney,Brisbane,09:15,09:30,On Time,15,,70.6,109.2,132.44,4.0
D02664,2023-10-30,Auto Parts Co,Tom Wilson,TRK004,Route D,Adelaide,Sydney,08:30,08:37,On Time,7,,369.0,164.14,254.6,5.0
D02665,2023-10-30,ABC Corp,Emma Chen,TRK001,Route C,Brisbane,Sydney,10:00,10:06,On Time,6,,138.8,58.89,184.79,4.0
D02666,2023-10-31,Global Logistics,David Garcia,TRK004,Route C,Hobart,Brisbane,15:00,14:51,On Time,0,,294.8,174.21,333.37,3.0
D02667,2023-10-31,ABC Corp,Mike Brown,TRK002,Route B,Adelaide,Hobart,13:45,13:48,On Time,3,,434.2,154.42,332.73,
D02668,2023-10-31,Global Logistics,Maria Rodriguez,TRK004,Route D,Melbourne,Brisbane,08:15,08:28,On Time,13,,219.2,151.31,286.57,4.0
D02669,2023-10-31,Metro Stores,John Smith,TRK003,Route A,Perth,Perth,16:30,16:25,On Time,0,,58.6,156.51,323.53,5.0
D02670,2023-10-31,Metro Stores,David Garcia,VAN002,Route D,Sydney,Perth,12:45,12:38,On Time,0,,34.6,177.0,287.09,4.0
D02671,2023-11-01,Metro Stores,Tom Wilson,VAN002,Route A,Hobart,Melbourne,15:45,15:38,On Time,0,,397.1,135.97,269.06,3.0
D02672,2023-11-01,Manufacturing Co,Chris Taylor,VAN004,Route D,Adelaide,Sydney,09:15,09:09,On Time,0,,414.7,91.98,367.78,5.0
D02673,2023-11-01,Food Distribution,David Garcia,TRK002,Route E,Brisbane,Darwin,12:30,12:30,On Time,0,,388.5,60.01,173.62,3.0
D02674,2023-11-01,Manufacturing Co,Mike Brown,VAN004,Route E,Darwin,Sydney,15:15,15:25,On Time,10,,275.5,32.28,283.57,5.0
D02675,2023-11-01,Metro Stores,Mike Brown,VAN004,Route D,Melbourne,Melbourne,10:15,10:24,On Time,9,,127.0,110.83,124.87,4.0
D02676,2023-11-01,Auto Parts Co,Maria Rodriguez,VAN002,Route C,Cairns,Brisbane,10:30,10:26,On Time,0,,93.4,174.29,378.49,3.0
D02677,2023-11-02,ABC Corp,David Garcia,TRK003,Route E,Adelaide,Darwin,08:45,08:56,On Time,11,,393.7,32.66,324.67,5.0
